device,tau,experiment,stratification,kernel,counter,label,native_counter,n,spearman_rho,undefined_reason
H100,speedup,1,temporal,stencil5,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.9656910768592577,
H100,speedup,1,temporal,stencil5,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.9076349981722552,
H100,speedup,2,all,gemv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.26664793482925964,
H100,speedup,2,all,gemv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.8054544030059844,
H100,speedup,2,all,gemv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.2318927849556634,
H100,speedup,2,all,gesummv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.12486663911112901,
H100,speedup,2,all,gesummv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.7761444216173257,
H100,speedup,2,all,gesummv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.18764660316582696,
H100,speedup,2,all,mvt,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.8355981321762487,
H100,speedup,2,all,mvt,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.8273085459055195,
H100,speedup,2,all,mvt,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,-0.5166101841155445,
H100,speedup,2,all,embedding_bag,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.728948481972685,
H100,speedup,2,all,embedding_bag,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.7289441077787608,
H100,speedup,2,all,embedding_bag,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.3287283720742188,
H100,speedup,2,all,softmax_bias,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.748046495353495,
H100,speedup,2,all,softmax_bias,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.7575201107593482,
H100,speedup,2,all,softmax_bias,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.740439244319951,
H100,speedup,2,all,stencil5,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.8293109327220307,
H100,speedup,2,all,stencil5,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.9637908950020897,
H100,speedup,2,all,stencil5,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.9228471328901109,
H100,speedup,2,issue,gemv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.09670080059722903,
H100,speedup,2,issue,gemv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.853632004263666,
H100,speedup,2,issue,gemv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,-0.09686019696267228,
H100,speedup,2,issue,gesummv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.11330999749526201,
H100,speedup,2,issue,gesummv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.87491121657326,
H100,speedup,2,issue,gesummv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.20519050598963678,
H100,speedup,2,issue,mvt,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.6559315681126325,
H100,speedup,2,issue,mvt,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.4584883493185489,
H100,speedup,2,issue,mvt,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,-0.5150795866351582,
H100,speedup,2,issue,embedding_bag,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.4202268530274692,
H100,speedup,2,issue,embedding_bag,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.4419510199044951,
H100,speedup,2,issue,embedding_bag,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.05907374587400304,
H100,speedup,2,issue,softmax_bias,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.5094889980506917,
H100,speedup,2,issue,softmax_bias,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.5742678639153824,
H100,speedup,2,issue,softmax_bias,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.5319703665049313,
H100,speedup,2,issue,stencil5,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.7888673020473657,
H100,speedup,2,issue,stencil5,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.9496947888765115,
H100,speedup,2,issue,stencil5,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.9418883302734259,
H100,speedup,2,temporal,gemv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.2735610988415059,
H100,speedup,2,temporal,gemv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.7723082459535026,
H100,speedup,2,temporal,gemv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.12251509127861417,
H100,speedup,2,temporal,gesummv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.13158396147183254,
H100,speedup,2,temporal,gesummv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.7681730354617012,
H100,speedup,2,temporal,gesummv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.05702958364083782,
H100,speedup,2,temporal,mvt,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.8522269507270198,
H100,speedup,2,temporal,mvt,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.7961190203387064,
H100,speedup,2,temporal,mvt,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,-0.09633025380133331,
H100,speedup,2,temporal,embedding_bag,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.7597816249672542,
H100,speedup,2,temporal,embedding_bag,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.7597793453636442,
H100,speedup,2,temporal,embedding_bag,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.3663586263960013,
H100,speedup,2,temporal,softmax_bias,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.7743751141451987,
H100,speedup,2,temporal,softmax_bias,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.7750686965060362,
H100,speedup,2,temporal,softmax_bias,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.7690010952167435,
H100,speedup,2,temporal,stencil5,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.8216616743683096,
H100,speedup,2,temporal,stencil5,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.9656910768592577,
H100,speedup,2,temporal,stencil5,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.9131258465066531,
H100,speedup,3,all,gemv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.1627707585089025,
H100,speedup,3,all,gemv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,-0.08362357275714374,
H100,speedup,3,all,gemv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.1374328040835034,
H100,speedup,3,all,gesummv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.10241226912451927,
H100,speedup,3,all,gesummv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.2727534108781266,
H100,speedup,3,all,gesummv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.0607421342071212,
H100,speedup,3,all,mvt,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.04899848288530251,
H100,speedup,3,all,mvt,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,-0.42462724987332123,
H100,speedup,3,all,mvt,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.7458099872303626,
H100,speedup,3,all,embedding_bag,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,-0.04241706683927528,
H100,speedup,3,all,embedding_bag,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,-0.06252785670565422,
H100,speedup,3,all,embedding_bag,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,-0.12408127812708787,
H100,speedup,3,all,softmax_bias,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.14280875628650866,
H100,speedup,3,all,softmax_bias,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.07790438927718922,
H100,speedup,3,all,softmax_bias,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.22678533504600568,
H100,speedup,3,all,stencil5,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.542073444163561,
H100,speedup,3,all,stencil5,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.4953421070149945,
H100,speedup,3,all,stencil5,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.4336673845582165,
H100,speedup,3,issue,gemv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.06419740890071014,
H100,speedup,3,issue,gemv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.17318250095573706,
H100,speedup,3,issue,gemv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,-0.02413225836444408,
H100,speedup,3,issue,gesummv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.03878793133687221,
H100,speedup,3,issue,gesummv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.08162356053966677,
H100,speedup,3,issue,gesummv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.020599651169923447,
H100,speedup,3,issue,mvt,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.20481481108781974,
H100,speedup,3,issue,mvt,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,-0.2638074227949839,
H100,speedup,3,issue,mvt,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.4737745149029304,
H100,speedup,3,issue,embedding_bag,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.12578208326457313,
H100,speedup,3,issue,embedding_bag,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.12578208326457313,
H100,speedup,3,issue,embedding_bag,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.11431777679788122,
H100,speedup,3,issue,softmax_bias,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.22876675683799283,
H100,speedup,3,issue,softmax_bias,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.041288081383855674,
H100,speedup,3,issue,softmax_bias,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.22889406989895314,
H100,speedup,3,issue,stencil5,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.45933475406480545,
H100,speedup,3,issue,stencil5,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.33553750722115777,
H100,speedup,3,issue,stencil5,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.2785221822462108,
H100,speedup,3,temporal,gemv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.134906371064507,
H100,speedup,3,temporal,gemv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.03815800627969891,
H100,speedup,3,temporal,gemv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.016378980676170548,
H100,speedup,3,temporal,gesummv,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.10719698061663717,
H100,speedup,3,temporal,gesummv,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.1418215115557631,
H100,speedup,3,temporal,gesummv,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.06042741801283979,
H100,speedup,3,temporal,mvt,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,-0.0013723046777654039,
H100,speedup,3,temporal,mvt,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,-0.42571371920828893,
H100,speedup,3,temporal,mvt,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.8028196406252078,
H100,speedup,3,temporal,embedding_bag,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.043137611920188786,
H100,speedup,3,temporal,embedding_bag,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.05445027145194828,
H100,speedup,3,temporal,embedding_bag,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,-0.018400552347142447,
H100,speedup,3,temporal,softmax_bias,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.10802200796030782,
H100,speedup,3,temporal,softmax_bias,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.07591806333632767,
H100,speedup,3,temporal,softmax_bias,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.1127170457034532,
H100,speedup,3,temporal,stencil5,tex_source_l2_read_requests,Read requests,lts__t_requests_srcunit_tex_op_read.sum,100,0.5182345119168319,
H100,speedup,3,temporal,stencil5,l2_read_work,Read sectors,lts__t_sectors_srcunit_tex_op_read.sum,100,0.5022120189815296,
H100,speedup,3,temporal,stencil5,l2_read_misses,Read-sector misses,lts__t_sectors_op_read_lookup_miss.sum,100,0.46408467122563307,
MI300A,expert,1,all,gemv,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.98268366214178,
MI300A,expert,1,all,gemv,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,all,gemv,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.98268366214178,
MI300A,expert,1,all,gemv,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.9781849311212881,
MI300A,expert,1,all,gemv,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.9778023662680851,
MI300A,expert,1,all,gemv,l2_hits,TCC hits,TCC_HIT_sum,100,0.9777901282274328,
MI300A,expert,1,all,gemv,l2_misses,TCC misses,TCC_MISS_sum,100,-0.06873266878354006,
MI300A,expert,1,all,gemv,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.9771719776594607,
MI300A,expert,1,all,gesummv,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.6916639315751626,
MI300A,expert,1,all,gesummv,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,all,gesummv,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.6916639315751626,
MI300A,expert,1,all,gesummv,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.6919160922527385,
MI300A,expert,1,all,gesummv,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.6937450906052661,
MI300A,expert,1,all,gesummv,l2_hits,TCC hits,TCC_HIT_sum,100,0.6920810492733092,
MI300A,expert,1,all,gesummv,l2_misses,TCC misses,TCC_MISS_sum,100,0.2805728086667636,
MI300A,expert,1,all,gesummv,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.6930209814042078,
MI300A,expert,1,all,mvt,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.9138946009886143,
MI300A,expert,1,all,mvt,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,all,mvt,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.9138946009886143,
MI300A,expert,1,all,mvt,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.8972667102152488,
MI300A,expert,1,all,mvt,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.8813277015961111,
MI300A,expert,1,all,mvt,l2_hits,TCC hits,TCC_HIT_sum,100,0.9014507540812435,
MI300A,expert,1,all,mvt,l2_misses,TCC misses,TCC_MISS_sum,100,-0.33632163143190513,
MI300A,expert,1,all,mvt,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.9006839823035865,
MI300A,expert,1,all,embedding_bag,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.9713651797975684,
MI300A,expert,1,all,embedding_bag,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,all,embedding_bag,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.9713651797975684,
MI300A,expert,1,all,embedding_bag,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.9570996089217121,
MI300A,expert,1,all,embedding_bag,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.9596188265695735,
MI300A,expert,1,all,embedding_bag,l2_hits,TCC hits,TCC_HIT_sum,100,0.959614563663666,
MI300A,expert,1,all,embedding_bag,l2_misses,TCC misses,TCC_MISS_sum,100,0.8445248705040937,
MI300A,expert,1,all,embedding_bag,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.9628836540852058,
MI300A,expert,1,all,softmax_bias,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.9853961779912211,
MI300A,expert,1,all,softmax_bias,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,all,softmax_bias,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.9853961779912211,
MI300A,expert,1,all,softmax_bias,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.9700527296846525,
MI300A,expert,1,all,softmax_bias,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.9722522760844422,
MI300A,expert,1,all,softmax_bias,l2_hits,TCC hits,TCC_HIT_sum,100,0.8473063451191213,
MI300A,expert,1,all,softmax_bias,l2_misses,TCC misses,TCC_MISS_sum,100,0.9299934064900646,
MI300A,expert,1,all,softmax_bias,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.2909109180104131,
MI300A,expert,1,all,stencil5,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.992849176933349,
MI300A,expert,1,all,stencil5,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,all,stencil5,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.992849176933349,
MI300A,expert,1,all,stencil5,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.980865650671364,
MI300A,expert,1,all,stencil5,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.9832461302615627,
MI300A,expert,1,all,stencil5,l2_hits,TCC hits,TCC_HIT_sum,100,0.9827556147131818,
MI300A,expert,1,all,stencil5,l2_misses,TCC misses,TCC_MISS_sum,100,-0.8998075572631491,
MI300A,expert,1,all,stencil5,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.9824404154494096,
MI300A,expert,1,issue,gemv,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.9815387048948931,
MI300A,expert,1,issue,gemv,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,issue,gemv,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.9815387048948931,
MI300A,expert,1,issue,gemv,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.9815019120565163,
MI300A,expert,1,issue,gemv,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.9779355895908212,
MI300A,expert,1,issue,gemv,l2_hits,TCC hits,TCC_HIT_sum,100,0.9789863615332546,
MI300A,expert,1,issue,gemv,l2_misses,TCC misses,TCC_MISS_sum,100,0.028893863517815473,
MI300A,expert,1,issue,gemv,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.9781657819353006,
MI300A,expert,1,issue,gesummv,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.6124769222754114,
MI300A,expert,1,issue,gesummv,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,issue,gesummv,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.6124769222754114,
MI300A,expert,1,issue,gesummv,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.6131511515475527,
MI300A,expert,1,issue,gesummv,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.6139221750678208,
MI300A,expert,1,issue,gesummv,l2_hits,TCC hits,TCC_HIT_sum,100,0.6133735488834993,
MI300A,expert,1,issue,gesummv,l2_misses,TCC misses,TCC_MISS_sum,100,0.5398510949509023,
MI300A,expert,1,issue,gesummv,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.612810729082198,
MI300A,expert,1,issue,mvt,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.9258322783852272,
MI300A,expert,1,issue,mvt,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,issue,mvt,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.9258322783852272,
MI300A,expert,1,issue,mvt,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.9200020703518073,
MI300A,expert,1,issue,mvt,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.9059279070188624,
MI300A,expert,1,issue,mvt,l2_hits,TCC hits,TCC_HIT_sum,100,0.9272406926950734,
MI300A,expert,1,issue,mvt,l2_misses,TCC misses,TCC_MISS_sum,100,-0.35361227027349074,
MI300A,expert,1,issue,mvt,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.9270298580214129,
MI300A,expert,1,issue,embedding_bag,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.9800129609353533,
MI300A,expert,1,issue,embedding_bag,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,issue,embedding_bag,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.9800129609353533,
MI300A,expert,1,issue,embedding_bag,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.9839454010323181,
MI300A,expert,1,issue,embedding_bag,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.9835583217795285,
MI300A,expert,1,issue,embedding_bag,l2_hits,TCC hits,TCC_HIT_sum,100,0.9845738478954523,
MI300A,expert,1,issue,embedding_bag,l2_misses,TCC misses,TCC_MISS_sum,100,0.7476695284723341,
MI300A,expert,1,issue,embedding_bag,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.9845181878629403,
MI300A,expert,1,issue,softmax_bias,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.9912672223768207,
MI300A,expert,1,issue,softmax_bias,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,issue,softmax_bias,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.9912672223768207,
MI300A,expert,1,issue,softmax_bias,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.9767044160083745,
MI300A,expert,1,issue,softmax_bias,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.9825214046512797,
MI300A,expert,1,issue,softmax_bias,l2_hits,TCC hits,TCC_HIT_sum,100,0.9179765983494885,
MI300A,expert,1,issue,softmax_bias,l2_misses,TCC misses,TCC_MISS_sum,100,0.8629107658098956,
MI300A,expert,1,issue,softmax_bias,l2_hit_rate_percent,TCC hit rate,derived: 100 × TCC_HIT_sum / (TCC_HIT_sum + TCC_MISS_sum),100,0.543310093226954,
MI300A,expert,1,issue,stencil5,l1_to_l2_read_requests,TCP→TCC reads,TCP_TCC_READ_REQ_sum,100,0.9884305800153342,
MI300A,expert,1,issue,stencil5,l1_to_l2_write_requests,TCP→TCC writes,TCP_TCC_WRITE_REQ_sum,100,,constant counter
MI300A,expert,1,issue,stencil5,l1_to_l2_total_requests,TCP→TCC total,derived: TCP_TCC_READ_REQ_sum + TCP_TCC_WRITE_REQ_sum,100,0.9884305800153342,
MI300A,expert,1,issue,stencil5,l2_tag_requests,TCC tag requests,TCC_REQ_sum,100,0.9797939505411238,
MI300A,expert,1,issue,stencil5,second_level_read_requests,TCC reads,TCC_READ_sum,100,0.981325465607204,
MI300A,expert,1,issue,stencil5,l2_hits,TCC hits,TCC_HIT_sum,100,0.9818438538046618,
MI300A,expert,1,issue,stencil5,l2_misses,TCC misses,TCC_MISS_sum,100,-0.8861130240199225,
