Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,TCP_TOTAL_CACHE_ACCESSES_sum,TCP_TCC_READ_REQ_sum,TCP_TCC_WRITE_REQ_sum,TCC_REQ_sum,TCC_HIT_sum,TCC_MISS_sum,FETCH_SIZE,WRITE_SIZE,DispatchNs,BeginNs,EndNs,CompleteNs
17,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,25,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8370.0000000000,68.0000000000,8302.0000000000,1039.5000000000,2.0000000000,344878882080619,344878882376470,344878882446711,344878882484602
18,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,26,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8348.0000000000,64.0000000000,8284.0000000000,1038.2500000000,2.0000000000,344878882367081,344878882974833,344878883045474,344878883046857
19,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,27,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8358.0000000000,68.0000000000,8290.0000000000,1039.2500000000,2.0000000000,344878882965876,344878883256075,344878883325875,344878883371450
20,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,30,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8348.0000000000,64.0000000000,8284.0000000000,1038.2500000000,2.0000000000,344878883432320,344878883924448,344878883995808,344878883995735
21,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,31,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8358.0000000000,68.0000000000,8290.0000000000,1040.1250000000,2.0000000000,344878883913234,344878884179889,344878884249930,344878884316207
22,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,32,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8338.0000000000,64.0000000000,8274.0000000000,1038.2500000000,2.0000000000,344878884171296,344878884728212,344878884799172,344878884798671
23,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,33,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8354.0000000000,68.0000000000,8286.0000000000,1039.5000000000,2.0000000000,344878884716811,344878884980853,344878885050653,344878885119854
24,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,36,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8348.0000000000,64.0000000000,8284.0000000000,1038.2500000000,2.0000000000,344878885159704,344878885640636,344878885710837,344878885710329
25,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,37,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8357.0000000000,67.0000000000,8290.0000000000,1039.7500000000,2.0000000000,344878885628918,344878885893198,344878885964518,344878886028191
26,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,38,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8348.0000000000,64.0000000000,8284.0000000000,1038.2500000000,2.0000000000,344878885882630,344878886435080,344878886506281,344878886506425
27,"gesummv_kernel(double const*, double const*, double const*, double*, double, double, unsigned int) [clone .kd]",4,0,39,496939,496939,256,128,0,0,16,0,32,64,0x0,0x1555553589c0,32832.0000000000,8192.0000000000,32.0000000000,8364.0000000000,68.0000000000,8296.0000000000,1040.7500000000,2.0000000000,344878886426165,344878886685281,344878886755482,344878886823878
