Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,TCP_TOTAL_CACHE_ACCESSES_sum,TCP_TCC_READ_REQ_sum,TCP_TCC_WRITE_REQ_sum,TCC_REQ_sum,TCC_HIT_sum,TCC_MISS_sum,TCP_TOTAL_READ_sum,TCC_READ_sum,FETCH_SIZE,WRITE_SIZE,DispatchNs,BeginNs,EndNs,CompleteNs
0,"softmax_bias_kernel.kd",4,0,2,3673638,3673638,262144,256,512,0,8,0,32,64,0x0,0x1553aa0b45c0,49152.0000000000,16384.0000000000,16384.0000000000,35316.0000000000,10646.0000000000,24670.0000000000,131072.0000000000,18932.0000000000,2067.2500000000,1024.0000000000,1128258563760896,1128258587644512,1128258587647752,1128258587672452
16,"softmax_bias_kernel.kd",4,0,20,3673638,3673638,262144,256,512,0,8,0,32,64,0x0,0x1553a95905c0,49152.0000000000,16384.0000000000,16384.0000000000,35324.0000000000,10646.0000000000,24678.0000000000,131072.0000000000,18928.0000000000,2066.7500000000,1024.0000000000,1128258936424085,1128258936851154,1128258936853754,1128258936856669
