case,candidate_id,mapping_id,inner_tile_shape,inner_word,quotient_score,native_counter,native_unit,address_expression_runs,xor_count,completed_profile_launches,complete,l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,lts__t_sectors_srcunit_tex_op_read.sum,lts__t_sectors_op_read_lookup_miss.sum,dram__bytes_read.sum,gpu__time_duration.sum,first_level_memory_accesses,first_level_memory_accesses_min,first_level_memory_accesses_max,l1_to_l2_read_traffic,l1_to_l2_read_traffic_min,l1_to_l2_read_traffic_max,l2_read_work,l2_read_work_min,l2_read_work_max,l2_read_misses,l2_read_misses_min,l2_read_misses_max,hbm_read_bytes,hbm_read_bytes_min,hbm_read_bytes_max,global_load_requests,global_load_requests_min,global_load_requests_max,sectors_per_request,sectors_per_request_min,sectors_per_request_max,duration_ns,duration_ns_min,duration_ns_max
mvt,counter_candidate_792bcce411df,mapping_006423de7947,"[64, 64]",rrrrrrcccccc,1310720.0,l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum,32-byte global-load L1TEX sector,3,0,3,True,1343488.0,98304.0,257860.5,169803.0,2890624.0,519456.0,1343488.0,1343488.0,1343488.0,257860.5,257858.0,257863.5,257860.5,257858.0,257863.5,169803.0,169359.0,171216.5,2890624.0,2876672.0,2929920.0,98304.0,98304.0,98304.0,13.666666666666666,13.666666666666666,13.666666666666666,519456.0,519168.0,522720.0
mvt,counter_candidate_c1fb31771026,mapping_b035d0be6f95,"[64, 64]",crrrrrrccccc,1572864.0,l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum,32-byte global-load L1TEX sector,4,0,3,True,1605632.0,98304.0,257816.0,222373.0,4219136.0,461072.0,1605632.0,1605632.0,1605632.0,257816.0,257806.5,257829.5,257816.0,257806.5,257829.5,222373.0,221936.0,222453.0,4219136.0,4202496.0,4220672.0,98304.0,98304.0,98304.0,16.333333333333332,16.333333333333332,16.333333333333332,461072.0,460592.0,461696.0
