Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,TCP_TOTAL_CACHE_ACCESSES_sum,TCP_TCC_READ_REQ_sum,TCP_TCC_WRITE_REQ_sum,TCC_REQ_sum,TCC_HIT_sum,TCC_MISS_sum,TCP_TOTAL_READ_sum,TCC_READ_sum,FETCH_SIZE,WRITE_SIZE,DispatchNs,BeginNs,EndNs,CompleteNs
0,"softmax_bias_kernel.kd",4,0,2,1099713,1099713,262144,256,512,0,8,0,32,64,0x0,0x1553aa0b45c0,49152.0000000000,16384.0000000000,16384.0000000000,35316.0000000000,10646.0000000000,24670.0000000000,131072.0000000000,18932.0000000000,2067.2500000000,1024.0000000000,1128457709765209,1128457730874012,1128457730876772,1128457730905962
16,"softmax_bias_kernel.kd",4,0,20,1099713,1099713,262144,256,512,0,8,0,32,64,0x0,0x1553a95905c0,49152.0000000000,16384.0000000000,16384.0000000000,35322.0000000000,10646.0000000000,24676.0000000000,131072.0000000000,18928.0000000000,2067.1250000000,1024.0000000000,1128458048339162,1128458048739656,1128458048743016,1128458048752996
